response,rt,Post_Coherence,Pre_Coherence,Accuracy_initial,World_state,Decision_Initial,Confidence_Initial,subj_idx
1,0.76455,2,1,1,-1,1,-1,7
1,2.4647,1,1,1,-1,1,-1,7
1,0.74783,2,1,1,-1,1,-1,7
1,1.0314,1,2,1,1,-1,-1,7
1,1.4981,2,2,1,-1,1,-1,7
0,1.2979,2,2,1,1,-1,-1,7
1,1.6646,1,2,1,-1,1,-1,7
1,1.7142,1,2,1,-1,1,-1,7
1,0.96451,2,1,1,-1,1,-1,7
0,0.99781,2,2,1,-1,1,-1,7
1,0.96477,1,2,1,-1,1,0,7
0,1.2651,1,1,1,-1,1,-0.668,7
0,1.715,1,1,1,1,-1,0,7
1,1.0974,1,1,1,-1,1,0,7
1,1.0647,2,2,1,-1,1,-0.332,7
1,1.8116,2,1,1,-1,1,0,7
1,0.81887,2,2,-1,1,1,0,7
1,0.86239,2,2,-1,1,1,-0.332,7
1,1.4152,1,1,1,1,-1,-0.332,7
1,1.0647,1,1,-1,1,1,-0.668,7
1,1.0645,2,1,1,-1,1,-0.332,7
0,0.79764,2,2,1,1,-1,-0.332,7
1,1.3646,1,1,1,-1,1,-0.668,7
0,1.3311,2,1,1,-1,1,0,7
1,1.0312,1,1,1,-1,1,0,7
1,1.5647,1,2,1,-1,1,-0.332,7
0,1.1646,2,1,1,1,-1,0,7
1,1.1481,2,2,1,1,-1,-0.668,7
1,0.93113,1,1,-1,-1,-1,-1,7
1,0.73147,1,2,1,1,-1,0,7
1,0.69781,1,2,1,-1,1,0,7
1,1.098,2,2,1,1,-1,-0.668,7
1,1.5646,2,1,-1,1,1,-0.668,7
1,1.2145,2,2,1,-1,1,-0.332,7
1,0.89793,2,1,1,1,-1,-1,7
0,1.1312,1,2,-1,1,1,-1,7
1,0.79794,1,1,1,-1,1,-1,7
1,1.1978,1,2,1,-1,1,-0.332,7
0,1.098,1,2,-1,1,1,-1,7
0,0.83137,2,2,-1,-1,-1,-1,7
1,1.0981,2,2,-1,1,1,-1,7
1,0.69808,2,2,1,-1,1,-1,7
1,0.66443,1,1,1,-1,1,0,7
1,0.76467,2,2,1,-1,1,0,7
0,1.9314,1,2,1,-1,1,-0.332,7
1,1.3478,1,2,1,-1,1,0,7
1,1.5311,1,2,1,-1,1,-1,7
0,0.99796,1,1,-1,-1,-1,-1,7
1,0.99819,2,2,1,1,-1,-1,7
1,1.2313,2,1,1,1,-1,-1,7
1,1.3979,1,1,1,-1,1,-1,7
1,0.86456,2,1,1,-1,1,-1,7
1,0.86451,1,1,1,-1,1,-1,7
1,0.89796,2,2,1,-1,1,-1,7
1,1.2315,1,1,1,-1,1,-1,7
0,1.2646,2,1,-1,1,1,-1,7
0,2.1479,1,2,1,1,-1,-1,7
1,1.1646,2,1,1,1,-1,0.332,7
1,0.96468,2,2,1,1,-1,-1,7
1,0.931,2,1,1,1,-1,-1,7
1,0.89782,2,2,1,-1,1,-0.668,7
1,1.0977,1,1,1,1,-1,-1,7
1,0.76479,1,1,1,-1,1,-1,7
1,0.78118,2,1,1,1,-1,-1,7
1,0.71454,2,2,1,-1,1,0,7
1,1.448,1,2,1,-1,1,-1,7
0,1.2646,1,2,1,1,-1,-1,7
0,2.0979,2,1,-1,1,1,-1,7
1,1.9645,1,1,1,1,-1,-1,7
1,0.93137,2,2,1,-1,1,-1,7
1,1.1314,2,1,1,-1,1,-1,7
1,1.4312,1,2,-1,-1,-1,-1,7
1,1.5313,1,1,1,-1,1,-1,7
1,1.1311,1,1,1,-1,1,-1,7
1,0.83118,2,2,1,-1,1,-0.332,7
1,1.0646,1,2,1,-1,1,0,7
1,0.93129,1,1,-1,-1,-1,-1,7
1,0.83136,2,1,1,-1,1,-0.332,7
1,0.89797,2,1,1,-1,1,-1,7
1,1.0647,1,1,1,-1,1,0.332,7
1,0.63134,1,1,1,1,-1,-0.668,7
1,1.0646,2,1,1,1,-1,-0.332,7
0,1.4647,2,1,1,1,-1,-1,7
1,1.5978,2,2,1,1,-1,-1,7
1,0.91464,1,1,1,1,-1,-1,7
1,0.7313,1,2,1,-1,1,0,7
1,1.0312,1,1,-1,-1,-1,-1,7
1,1.7648,2,1,-1,-1,-1,-1,7
0,1.8808,2,1,-1,1,1,-1,7
1,1.1479,1,2,1,1,-1,-1,7
0,0.89795,1,1,-1,1,1,-1,7
1,0.79792,2,1,1,1,-1,0.332,7
1,0.9647,2,2,1,-1,1,0,7
1,0.73124,1,1,1,1,-1,-1,7
1,0.83115,1,1,1,-1,1,-1,7
0,1.7645,2,2,1,1,-1,-1,7
1,0.6646,2,1,1,-1,1,0.332,7
0,1.1977,1,2,1,1,-1,-1,7
1,0.59804,2,1,1,1,-1,-1,7
0,1.0646,1,1,1,1,-1,-1,7
1,1.098,1,1,1,-1,1,-1,7
1,0.96433,2,1,1,-1,1,-1,7
0,0.99814,1,2,-1,1,1,0,7
1,0.79824,2,1,-1,-1,-1,0,7
1,0.93114,1,1,1,-1,1,-0.332,7
1,1.0979,1,1,1,-1,1,0,7
1,0.93139,2,1,1,1,-1,-0.332,7
1,0.93126,1,1,-1,1,1,0.332,7
1,0.74803,2,2,-1,-1,-1,0,7
1,0.84773,2,2,1,-1,1,-0.332,7
1,0.83142,2,2,1,-1,1,0.332,7
1,1.5313,1,1,1,-1,1,0,7
1,0.79767,1,2,1,-1,1,-0.332,7
1,1.231,1,2,-1,1,1,-1,7
1,1.0981,2,2,-1,1,1,-1,7
1,0.88132,2,1,1,-1,1,-1,7
1,0.66456,2,1,1,-1,1,0,7
1,0.93139,2,2,1,-1,1,-1,7
0,1.3647,1,2,1,-1,1,-0.332,7
1,0.69797,1,1,1,-1,1,-1,7
1,0.99785,1,2,1,1,-1,-0.332,7
1,0.79791,2,1,1,-1,1,-0.668,7
1,1.4648,2,1,1,1,-1,-1,7
0,2.1645,1,1,1,1,-1,-0.668,7
1,0.79795,2,2,1,-1,1,-1,7
0,1.3646,1,1,1,1,-1,-0.332,7
1,0.81466,2,1,1,-1,1,-1,7
1,0.63132,1,2,1,-1,1,-0.332,7
1,1.1977,2,2,1,1,-1,-0.668,7
1,0.79814,2,1,-1,-1,-1,-0.668,7
1,0.66483,1,2,1,1,-1,-0.332,7
0,1.1979,1,1,1,1,-1,-0.668,7
1,0.83138,2,2,1,1,-1,-0.332,7
1,1.2642,1,1,1,-1,1,-0.332,7
0,0.86471,2,2,-1,1,1,-1,7
0,0.86465,1,2,-1,1,1,0.332,7
1,0.93123,2,2,1,1,-1,-0.668,7
1,0.86462,2,1,1,-1,1,-0.332,7
0,1.1647,1,1,1,1,-1,-0.332,7
1,1.2814,1,2,1,-1,1,-1,7
1,0.68133,2,2,1,-1,1,-1,7
1,0.94786,1,1,1,1,-1,-0.668,7
1,1.098,2,2,1,-1,1,-1,7
1,0.93144,2,1,1,-1,1,-0.332,7
1,0.93136,1,1,1,-1,1,-0.332,7
1,0.79762,2,2,1,1,-1,-0.332,7
1,1.3982,1,1,1,-1,1,0.332,7
1,0.73143,2,2,1,-1,1,-0.668,7
1,0.73147,1,2,1,-1,1,-1,7
1,0.73141,1,1,1,-1,1,-1,7
1,0.83121,2,1,1,-1,1,-0.332,7
1,0.99784,1,2,1,1,-1,-0.332,7
1,0.69786,2,2,1,1,-1,-0.332,7
1,0.69793,2,1,1,-1,1,-1,7
1,0.76491,1,2,1,1,-1,-0.332,7
1,1.3977,1,1,-1,1,1,-1,7
1,1.0981,2,1,-1,-1,-1,-1,7
1,0.89813,2,2,1,-1,1,-0.668,7
1,1.0981,2,1,1,1,-1,-1,7
1,1.2647,1,2,1,-1,1,0,7
1,2.098,2,2,-1,1,1,-1,7
0,0.76457,1,1,-1,1,1,-1,7
1,1.7981,1,2,1,-1,1,-1,7
1,1.2314,1,1,-1,1,1,-1,7
1,0.94791,2,2,1,-1,1,-0.332,7
1,0.69823,1,1,1,-1,1,-0.332,7
1,0.63156,2,2,1,-1,1,-0.332,7
0,1.1981,1,1,1,1,-1,-0.332,7
1,1.6645,1,2,-1,1,1,-1,7
1,2.6313,2,2,-1,1,1,-1,7
1,0.78144,2,1,1,1,-1,-1,7
0,2.3646,1,2,1,1,-1,-0.332,7
0,1.3649,2,2,-1,1,1,-0.332,7
1,1.0814,2,2,1,-1,1,-0.332,7
0,0.91482,1,1,1,1,-1,-0.668,7
1,1.4312,1,1,1,-1,1,-1,7
1,1.1651,2,2,1,1,-1,-0.332,7
0,1.1976,1,2,-1,-1,-1,-0.332,7
1,1.0314,2,1,1,1,-1,-0.332,7
1,1.2979,2,1,-1,1,1,-0.668,7
1,1.8312,1,1,1,1,-1,-0.668,7
1,0.86473,1,1,1,-1,1,-0.668,7
1,0.89816,1,2,1,-1,1,-0.332,7
1,1.1646,2,1,1,1,-1,-0.332,7
1,0.66461,2,2,1,-1,1,-0.332,7
1,0.73137,2,1,-1,1,1,-0.332,7
0,1.5312,1,1,1,1,-1,-0.332,7
0,1.2312,1,1,1,-1,1,-1,7
1,0.86476,2,1,1,-1,1,0.332,7
1,0.76457,2,2,1,-1,1,-0.332,7
1,0.76431,1,2,1,-1,1,-0.332,7
1,0.79808,2,1,1,-1,1,-0.332,7
1,0.74736,2,2,1,-1,1,-0.668,7
1,1.5646,1,2,1,1,-1,-0.332,7
1,1.1981,2,1,1,-1,1,-0.332,7
1,1.4647,1,2,1,1,-1,-0.332,7
1,0.76464,2,1,1,-1,1,-0.332,7
1,0.76456,1,2,1,-1,1,-0.332,7
1,1.8314,2,2,1,1,-1,-0.668,7
1,0.83112,1,2,1,1,-1,-0.668,7
0,1.2648,1,1,1,1,-1,-0.668,7
1,0.69807,2,2,1,-1,1,-0.332,7
1,1.2313,1,2,-1,1,1,-0.668,7
1,1.4313,1,1,1,1,-1,-0.668,7
1,0.9645,2,1,1,-1,1,-0.668,7
1,0.96489,2,1,-1,1,1,-1,7
1,0.89795,2,2,1,-1,1,-0.332,7
1,2.1979,1,1,1,1,-1,-0.668,7
1,0.84794,1,1,-1,-1,-1,-1,7
1,1.3479,2,1,1,1,-1,-0.332,7
0,0.84791,1,1,1,1,-1,-0.332,7
1,0.83114,1,2,1,1,-1,-1,7
1,1.3812,2,2,1,-1,1,-1,7
1,1.5147,2,1,1,-1,1,-0.332,7
1,1.4312,1,2,1,1,-1,-0.332,7
1,0.86466,2,2,1,-1,1,-0.332,7
1,0.83146,1,1,1,-1,1,-0.332,7
0,0.83121,1,2,-1,1,1,-1,7
0,0.79804,1,1,-1,1,1,-0.332,7
1,0.8647,1,2,1,-1,1,-1,7
1,0.83123,1,1,1,-1,1,-0.332,7
1,0.86443,2,2,1,-1,1,0.668,7
0,1.4313,2,2,-1,-1,-1,-0.668,7
1,0.96446,2,2,-1,1,1,-0.668,7
1,0.84818,2,1,1,1,-1,-0.668,7
1,0.81453,2,1,1,-1,1,-0.332,7
1,0.93091,1,2,-1,-1,-1,-0.668,7
0,1.2979,1,2,1,1,-1,-1,7
1,0.96448,1,2,-1,-1,-1,-0.668,7
1,0.66465,1,1,1,1,-1,-1,7
0,1.0146,2,2,1,-1,1,-0.668,7
1,1.1312,2,2,1,1,-1,-0.332,7
0,1.1313,1,1,1,1,-1,-1,7
0,1.2647,2,2,1,1,-1,-1,7
1,0.86497,1,2,1,-1,1,-0.332,7
1,0.89812,1,2,1,1,-1,0,7
1,0.79797,2,1,1,1,-1,-0.332,7
1,1.5313,1,2,1,-1,1,-0.332,7
1,0.73135,2,1,1,1,-1,-0.332,7
1,1.2979,2,2,-1,1,1,0,7
1,1.9645,1,2,1,1,-1,-0.332,7
1,1.6647,2,1,-1,-1,-1,-0.332,7
0,1.4646,1,2,1,-1,1,-0.332,7
0,1.3647,2,1,1,-1,1,-0.332,7
0,0.96454,1,2,-1,1,1,0,7
1,0.66476,2,2,-1,1,1,-1,7
0,1.2645,2,2,-1,1,1,-1,7
1,0.83118,2,1,1,1,-1,-0.668,7
1,0.83123,2,2,1,-1,1,0,7
1,0.86458,1,1,1,1,-1,-0.332,7
1,0.83128,2,2,-1,1,1,-0.668,7
0,1.4981,1,2,-1,1,1,-0.332,7
1,1.3648,1,2,1,-1,1,-0.332,7
1,0.69804,2,1,1,-1,1,0,7
1,0.76459,2,1,1,-1,1,-0.668,7
1,1.1978,1,2,1,1,-1,0,7
1,1.3315,1,2,-1,1,1,-0.332,7
1,1.0647,2,2,1,-1,1,-0.332,7
1,0.76459,2,1,-1,-1,-1,-1,7
0,0.93125,1,2,1,1,-1,-0.668,7
1,1.1312,2,1,1,1,-1,-0.668,7
1,0.96457,2,2,1,-1,1,-0.332,7
1,0.79794,2,2,-1,1,1,-1,7
1,0.69803,1,1,1,-1,1,-0.668,7
1,0.69796,1,2,1,-1,1,-1,7
0,1.9648,1,2,1,-1,1,-1,7
0,1.5316,1,1,1,-1,1,0,7
1,0.94789,1,2,-1,-1,-1,-0.668,7
1,0.88112,2,2,1,1,-1,-0.668,7
0,1.1312,2,2,-1,-1,-1,-0.668,7
1,0.93148,2,1,1,1,-1,-0.332,7
1,0.83139,1,1,1,-1,1,0,7
1,0.93127,2,1,1,1,-1,-0.332,7
0,1.2312,2,1,1,1,-1,0,7
1,0.93156,1,1,1,1,-1,-0.332,7
0,1.3979,1,1,-1,1,1,-0.332,7
1,1.3314,1,2,1,1,-1,0,7
0,0.93095,1,2,-1,1,1,-1,7
0,1.3149,2,1,1,1,-1,-0.332,7
0,1.4315,2,1,1,1,-1,-0.332,7
1,0.73121,1,1,1,1,-1,-0.332,7
1,0.69794,2,1,1,1,-1,-0.332,7
0,0.79791,2,2,-1,1,1,0,7
0,1.2307,1,2,1,1,-1,-1,7
0,0.89818,1,1,-1,1,1,-0.332,7
1,1.498,2,2,1,-1,1,-0.332,7
1,0.83141,1,2,-1,1,1,-0.332,7
1,1.3313,1,2,-1,1,1,-0.332,7
1,1.2314,2,2,-1,1,1,-0.668,7
0,1.0979,1,1,1,1,-1,-0.668,7
1,0.73148,1,1,1,1,-1,-0.332,7
0,1.1458,2,1,1,1,-1,0,7
1,0.71474,2,1,1,-1,1,-0.332,7
1,0.76456,1,2,1,-1,1,-0.332,7
1,1.1644,2,2,1,1,-1,-0.332,7
0,0.9314,1,2,-1,1,1,-0.332,7
1,0.69813,1,2,1,-1,1,-0.332,7
1,0.89768,2,1,1,1,-1,-0.668,7
1,1.1313,1,2,1,-1,1,-0.332,7
1,1.0647,1,1,1,-1,1,0,7
1,0.79809,1,1,1,-1,1,0,7
1,0.76459,2,2,1,1,-1,-0.332,7
1,0.86449,2,1,-1,1,1,-0.332,7
1,0.8814,2,1,1,1,-1,-0.668,7
1,0.99798,2,1,-1,1,1,-0.332,7
1,0.93118,1,2,1,-1,1,0,7
1,0.93149,2,2,1,1,-1,-0.332,7
0,0.69801,1,1,-1,1,1,0,7
1,0.63124,2,1,1,-1,1,0,7
0,1.4646,1,2,-1,1,1,0,7
0,0.83126,1,1,-1,1,1,0.332,7
1,0.84794,1,1,1,-1,1,-0.668,7
1,0.61465,1,2,1,-1,1,0,7
1,1.3811,1,1,1,-1,1,0,7
0,0.71459,2,1,-1,1,1,0.332,7
1,0.6814,2,1,1,-1,1,0,7
1,0.69807,2,2,-1,1,1,-0.332,7
0,1.0314,2,1,1,1,-1,0,7
1,1.4312,2,1,1,-1,1,0,7
1,2.5976,2,2,-1,1,1,-0.332,7
1,0.89811,2,1,1,1,-1,-0.332,7
1,1.0314,1,1,1,-1,1,-0.332,7
1,0.57889,2,2,1,1,-1,0.332,8
0,0.8291,2,1,-1,-1,-1,0.332,8
0,1.3635,2,1,-1,-1,-1,0,8
0,1.397,1,1,1,-1,1,0,8
0,1.0468,1,1,1,-1,1,-0.332,8
1,0.96358,2,1,1,1,-1,-0.332,8
1,0.88009,1,1,-1,-1,-1,0,8
1,0.61352,1,2,1,1,-1,0.668,8
1,0.61343,2,1,1,-1,1,0.332,8
1,0.87999,1,1,-1,-1,-1,1,8
1,0.64654,2,2,1,1,-1,0.668,8
1,0.67978,2,2,1,1,-1,1,8
0,1.0466,1,2,-1,-1,-1,0.668,8
0,0.74633,1,1,1,-1,1,-0.332,8
1,0.82989,2,2,-1,1,1,0.332,8
1,1.0463,2,2,-1,1,1,0.668,8
1,0.64659,2,2,1,1,-1,0.668,8
1,0.81294,1,2,1,-1,1,0,8
1,1.2461,2,2,1,-1,1,0.332,8
1,0.94618,2,1,1,-1,1,0.668,8
1,0.51283,1,1,1,1,-1,0.668,8
0,0.67945,1,2,-1,-1,-1,0.668,8
1,0.54611,1,1,1,1,-1,0,8
1,0.51258,2,1,1,1,-1,0.332,8
1,0.51257,1,2,1,1,-1,1,8
1,0.46463,2,1,1,1,-1,1,8
1,0.44781,1,2,-1,-1,-1,0.332,8
1,0.63129,2,2,-1,-1,-1,0.332,8
0,0.69777,1,2,-1,-1,-1,0,8
1,0.53115,1,1,1,1,-1,0.668,8
1,0.7646,2,2,1,1,-1,0.668,8
1,0.53123,2,2,-1,1,1,0.332,8
1,0.46436,1,1,1,-1,1,0,8
1,0.53114,2,1,1,1,-1,0.332,8
1,0.53093,1,2,1,-1,1,1,8
1,0.46476,2,1,1,-1,1,0.668,8
1,0.46461,2,1,-1,-1,-1,-0.332,8
0,0.43118,1,1,1,1,-1,0.332,8
1,0.44794,1,1,1,-1,1,-0.332,8
1,0.5479,1,2,-1,-1,-1,-0.332,8
1,0.76463,1,2,-1,-1,-1,-0.332,8
0,0.76434,1,1,-1,-1,-1,0,8
1,0.69794,2,2,1,1,-1,1,8
1,0.66471,1,2,1,1,-1,0.332,8
1,0.56457,1,1,1,1,-1,-0.332,8
0,0.63117,2,2,-1,-1,-1,0.332,8
0,0.83123,2,2,1,-1,1,-0.332,8
0,0.83114,2,2,-1,-1,-1,1,8
1,0.53135,2,1,1,1,-1,0,8
1,0.49794,2,2,1,1,-1,0.332,8
1,0.49735,1,2,1,1,-1,1,8
0,0.93158,1,1,1,1,-1,1,8
0,0.79812,2,1,1,-1,1,0.668,8
0,0.9312,1,2,1,-1,1,0.332,8
1,0.59809,2,1,1,1,-1,0,8
1,0.89761,2,2,-1,-1,-1,0,8
1,1.1647,1,1,1,1,-1,1,8
0,1.3979,2,2,1,-1,1,1,8
1,0.69796,2,2,1,1,-1,1,8
1,0.66479,1,1,1,-1,1,1,8
1,0.5648,2,1,1,-1,1,0,8
1,0.63125,1,2,1,1,-1,0.332,8
1,0.49807,2,2,1,1,-1,0.332,8
1,0.7312,1,1,1,1,-1,-0.668,8
1,1.3646,1,2,1,-1,1,0,8
1,0.53124,2,1,1,1,-1,-0.332,8
1,0.49816,2,2,1,1,-1,-0.668,8
1,0.53116,2,2,1,1,-1,-0.332,8
1,0.46458,1,1,1,1,-1,-0.332,8
1,0.58125,1,1,1,1,-1,-0.332,8
1,0.36518,1,2,1,1,-1,1,8
0,0.598,1,2,1,-1,1,0,8
1,0.59805,2,1,1,1,-1,1,8
0,0.49798,1,1,-1,-1,-1,-0.668,8
0,1.1981,2,1,-1,-1,-1,0,8
1,0.49783,2,1,1,1,-1,-0.668,8
1,0.86463,2,2,1,-1,1,-0.668,8
1,0.61463,1,2,1,-1,1,-0.668,8
1,0.43139,2,1,1,1,-1,-1,8
1,0.99775,1,1,1,-1,1,-0.668,8
0,0.69803,1,2,-1,-1,-1,-0.332,8
1,1.1978,2,1,-1,-1,-1,-1,8
1,0.56472,2,1,1,1,-1,-0.332,8
1,0.53121,2,1,1,1,-1,0,8
1,0.43124,1,1,1,1,-1,-0.332,8
0,0.44782,1,1,-1,-1,-1,-1,8
1,0.6146,1,1,1,1,-1,-0.332,8
1,0.49818,1,2,1,1,-1,-0.332,8
1,0.56479,2,2,1,-1,1,-0.668,8
0,1.1311,1,2,-1,-1,-1,-0.332,8
1,0.46454,2,1,1,1,-1,1,8
1,0.74784,1,2,1,-1,1,-0.668,8
0,0.79802,2,1,-1,-1,-1,-0.332,8
1,1.7645,1,2,1,-1,1,0,8
1,0.81474,1,1,1,-1,1,0,8
1,0.59814,2,1,1,-1,1,-0.332,8
1,0.56458,2,1,1,-1,1,0,8
1,0.73126,1,1,1,-1,1,1,8
1,1.5146,2,2,-1,-1,-1,-0.668,8
0,1.5479,1,1,-1,-1,-1,-0.332,8
1,0.99789,1,1,1,-1,1,-0.332,8
1,0.3976,2,2,1,1,-1,0.332,8
0,0.6479,2,2,-1,-1,-1,-0.668,8
1,0.64795,2,1,1,1,-1,0,8
1,0.53116,1,1,1,1,-1,0.332,8
0,0.69804,2,1,1,-1,1,-0.668,8
1,0.56466,2,1,1,-1,1,-0.668,8
1,0.49816,1,2,1,-1,1,-0.332,8
1,0.39788,1,2,1,1,-1,-0.332,8
1,0.49815,2,1,1,1,-1,-0.332,8
1,0.71447,2,2,-1,-1,-1,-0.332,8
1,0.48143,2,1,1,1,-1,-0.668,8
1,0.53162,1,2,1,-1,1,-0.668,8
0,1.0649,2,2,1,-1,1,0,8
1,0.61473,1,1,-1,1,1,-0.332,8
1,0.79761,1,1,-1,-1,-1,-0.332,8
0,0.66486,1,2,1,-1,1,-0.668,8
0,0.7648,1,1,1,-1,1,-0.668,8
1,0.46468,2,2,1,1,-1,1,8
1,0.49784,2,2,1,1,-1,-0.332,8
1,0.73144,2,2,1,-1,1,-0.668,8
1,0.41467,1,2,1,1,-1,-0.332,8
1,0.81484,1,2,1,1,-1,1,8
1,0.58158,1,2,1,-1,1,-0.668,8
1,0.56468,2,2,1,1,-1,-0.332,8
1,0.93136,1,2,-1,-1,-1,-0.332,8
1,0.46494,1,2,1,1,-1,1,8
0,0.79795,2,2,1,-1,1,-0.332,8
1,0.63145,1,1,1,-1,1,-0.332,8
1,0.44091,2,1,1,1,-1,-0.668,8
1,0.44803,1,1,1,1,-1,-0.332,8
0,1.0977,2,1,1,-1,1,-0.668,8
1,0.76456,1,2,-1,-1,-1,-0.332,8
1,0.4314,2,2,1,1,-1,0,8
1,0.56445,2,2,1,1,-1,-0.332,8
1,0.46494,1,1,1,1,-1,1,8
0,0.89795,1,2,1,-1,1,0,8
1,0.86454,2,1,1,-1,1,-0.668,8
0,1.398,2,1,-1,-1,-1,-0.668,8
1,1.3314,1,2,1,-1,1,-0.668,8
1,0.86467,1,2,1,-1,1,-0.668,8
0,0.74796,2,1,-1,-1,-1,0.668,8
1,0.66463,2,1,1,1,-1,0.332,8
1,0.96467,2,1,-1,-1,-1,0,8
1,0.36485,2,1,1,1,-1,0,8
0,0.53089,2,2,1,-1,1,-0.668,8
1,0.93143,2,1,-1,-1,-1,-1,8
1,0.39763,1,2,1,1,-1,1,8
1,0.7646,1,1,1,-1,1,-0.668,8
1,0.52919,1,1,1,1,-1,-1,8
1,0.83137,2,2,1,-1,1,-0.668,8
1,0.39808,2,2,1,1,-1,-1,8
1,0.41484,1,2,1,1,-1,0.332,8
1,0.88129,2,1,1,-1,1,-1,8
1,0.53151,1,2,1,1,-1,-0.332,8
1,0.53127,1,2,1,-1,1,0.668,8
0,1.1647,2,1,1,-1,1,-0.668,8
1,0.39765,2,1,1,1,-1,1,8
0,0.79805,1,1,1,-1,1,-0.668,8
1,0.96476,1,1,-1,-1,-1,0,8
1,0.39806,1,2,1,1,-1,1,8
1,0.56472,2,2,1,1,-1,-0.332,8
1,0.56473,2,2,1,1,-1,1,8
1,0.49791,1,1,1,-1,1,-0.332,8
0,1.1146,2,2,1,1,-1,0,8
1,0.7646,1,2,1,1,-1,-0.668,8
1,0.46481,2,1,1,1,-1,-0.668,8
1,1.0981,1,1,-1,-1,-1,-0.668,8
1,0.56469,1,1,1,1,-1,0.332,8
1,0.73161,1,1,-1,1,1,-0.668,8
1,0.9981,1,2,1,-1,1,-0.668,8
1,0.83145,2,1,1,1,-1,-0.332,8
1,0.71465,1,1,1,1,-1,0.332,8
1,0.54799,2,2,1,-1,1,-0.668,8
1,0.49796,2,1,1,1,-1,1,8
1,0.3982,1,1,1,1,-1,1,8
1,0.53108,1,1,1,-1,1,-0.332,8
1,0.51472,1,1,1,-1,1,-0.668,8
1,1.1979,2,2,1,1,-1,-0.668,8
0,0.83139,1,2,-1,1,1,-0.332,8
1,0.39788,2,1,1,1,-1,1,8
1,0.89812,2,2,1,-1,1,-0.668,8
1,0.46454,1,1,1,1,-1,1,8
1,0.69794,2,2,-1,1,1,-0.668,8
1,0.63135,2,2,-1,-1,-1,-0.668,8
1,0.93153,1,2,1,1,-1,0,8
1,0.498,2,2,1,1,-1,1,8
0,0.93143,1,2,-1,-1,-1,-0.332,8
1,0.46469,2,2,1,1,-1,0.332,8
1,0.79803,2,2,1,1,-1,0,8
1,0.36472,1,1,1,1,-1,0,8
1,0.43122,1,2,1,1,-1,0.332,8
1,0.39776,1,2,1,1,-1,0,8
1,0.53134,2,1,1,-1,1,-0.668,8
1,0.46475,2,2,1,1,-1,-0.668,8
1,0.51464,1,2,1,1,-1,1,8
1,0.66484,2,2,-1,-1,-1,1,8
1,0.46479,2,2,1,-1,1,1,8
1,0.53145,1,2,1,1,-1,-0.332,8
0,0.9315,2,2,1,-1,1,-0.668,8
1,0.69804,1,2,1,-1,1,1,8
1,0.46486,2,1,1,1,-1,-1,8
1,0.86465,1,1,1,1,-1,0,8
1,0.5647,1,1,1,-1,1,-1,8
1,0.63134,2,2,1,-1,1,-0.668,8
1,0.43141,2,2,1,-1,1,-0.332,8
1,0.56473,1,2,1,-1,1,1,8
1,0.69815,2,1,-1,-1,-1,-1,8
1,0.43137,2,1,1,1,-1,0,8
1,0.63153,1,2,1,1,-1,-0.332,8
1,0.49816,2,1,1,1,-1,-1,8
1,0.59803,1,2,1,1,-1,1,8
0,0.49811,2,2,-1,-1,-1,-0.332,8
1,0.63144,2,1,-1,1,1,-1,8
1,0.69789,2,1,1,1,-1,0.332,8
0,0.43125,1,1,-1,-1,-1,-0.332,8
1,0.54768,1,2,1,1,-1,-1,8
0,0.66465,1,1,-1,1,1,-1,8
1,0.73148,1,1,1,-1,1,-1,8
1,0.53151,2,1,1,1,-1,-1,8
1,0.49797,1,1,1,1,-1,-1,8
1,0.56489,2,2,1,1,-1,-0.332,8
1,0.39804,1,1,1,1,-1,-0.332,8
1,0.53121,1,2,-1,1,1,-1,8
0,0.59802,2,1,-1,-1,-1,-1,8
1,0.76457,1,1,-1,1,1,-1,8
1,0.69809,2,1,1,1,-1,-0.668,8
1,0.59814,2,2,1,1,-1,0,8
1,0.49821,1,1,1,1,-1,-1,8
0,1.0316,1,2,-1,1,1,-1,8
1,0.59788,2,1,1,-1,1,-1,8
1,0.53123,1,2,1,-1,1,-0.332,8
1,0.59778,2,2,1,1,-1,-1,8
1,1.3313,1,2,1,-1,1,-1,8
1,0.73126,1,1,1,-1,1,-0.332,8
0,0.3647,1,2,1,1,-1,-0.668,8
1,0.36472,2,1,1,1,-1,1,8
1,0.56469,2,1,1,-1,1,-0.668,8
1,0.83154,1,2,-1,-1,-1,-0.668,8
1,0.36419,2,1,1,1,-1,1,8
1,0.36464,1,1,1,1,-1,-0.668,8
1,0.43152,1,2,1,1,-1,1,8
1,0.36508,2,1,1,1,-1,1,8
0,0.43137,2,1,-1,-1,-1,1,8
1,0.5647,2,2,1,-1,1,-1,8
1,0.43128,2,1,1,1,-1,-1,8
1,0.49806,1,2,1,1,-1,-0.332,8
1,0.59809,1,1,1,-1,1,-1,8
1,0.36666,2,2,1,1,-1,-0.668,8
1,0.43128,2,2,1,1,-1,0,8
1,0.56482,1,2,1,1,-1,-0.332,8
1,0.53126,1,1,1,-1,1,-1,8
1,0.4648,1,2,1,-1,1,1,8
1,0.59795,1,1,1,-1,1,1,8
1,0.48016,2,2,1,-1,1,1,8
0,1.1147,2,1,1,1,-1,-1,8
1,0.5814,1,2,1,1,-1,0.668,8
1,0.56462,2,1,1,-1,1,-0.668,8
1,0.63142,1,1,1,1,-1,-0.332,8
