response,rt,Post_Coherence,Pre_Coherence,Accuracy_initial,World_state,Decision_Initial,Confidence_Initial,subj_idx
1,0.79453,2,2,1,-1,1,0,2
1,1.2629,1,2,1,-1,1,0.668,2
1,1.4626,1,1,1,-1,1,-0.332,2
1,0.69614,2,1,-1,-1,-1,-0.332,2
1,0.96265,2,2,1,-1,1,-1,2
1,0.79609,2,1,1,1,-1,-0.332,2
1,0.72931,1,1,-1,-1,-1,-0.332,2
0,0.99613,2,1,1,1,-1,-0.332,2
1,0.66463,1,2,1,-1,1,-0.332,2
1,1.4644,1,1,1,-1,1,-0.332,2
0,1.7973,1,1,1,1,-1,0,2
0,1.3311,2,2,1,-1,1,0.332,2
1,0.73118,2,2,-1,1,1,-0.668,2
0,1.3978,1,2,-1,-1,-1,-0.332,2
1,0.6973,2,2,-1,-1,-1,0,2
1,1.5978,2,1,1,-1,1,0,2
0,1.8974,1,1,1,1,-1,-0.332,2
1,0.83111,2,1,1,1,-1,0,2
1,1.0145,2,2,1,1,-1,-0.332,2
1,1.1142,1,2,1,-1,1,0,2
1,0.74779,1,1,-1,1,1,-0.668,2
0,0.91452,1,2,-1,-1,-1,-0.668,2
1,0.88116,1,1,1,1,-1,-0.332,2
1,0.69779,1,1,1,-1,1,-0.332,2
1,0.86427,2,1,1,1,-1,0,2
0,1.1645,2,2,1,1,-1,0.332,2
1,1.0311,2,1,-1,1,1,-0.332,2
0,1.8644,1,2,1,1,-1,0.332,2
1,1.531,2,1,1,1,-1,0.332,2
0,1.6978,1,2,-1,1,1,0,2
1,0.83086,2,1,1,-1,1,-0.332,2
1,1.5644,1,2,1,1,-1,0.332,2
1,1.2312,1,1,1,-1,1,-0.668,2
1,0.86463,1,1,-1,-1,-1,-0.668,2
1,0.79779,2,2,-1,1,1,0.332,2
1,0.88129,1,2,1,-1,1,-0.332,2
1,0.78094,2,2,-1,-1,-1,-0.668,2
0,0.78107,1,2,-1,1,1,0.332,2
1,0.76457,2,2,1,-1,1,-0.332,2
1,0.69766,1,2,1,-1,1,0.668,2
1,1.5644,1,2,-1,-1,-1,-0.332,2
0,0.63099,2,2,-1,1,1,0.332,2
1,0.73144,2,2,1,1,-1,-0.668,2
1,0.69767,1,2,1,-1,1,-0.332,2
1,0.931,1,1,-1,1,1,-0.668,2
1,0.76455,1,1,1,1,-1,-0.332,2
1,0.93152,2,1,1,-1,1,-0.668,2
1,0.79799,2,1,-1,1,1,-0.668,2
1,1.0645,2,2,1,-1,1,-0.668,2
1,1.0313,2,1,-1,-1,-1,-0.332,2
0,0.89786,1,2,1,-1,1,-0.668,2
0,0.86458,2,2,1,1,-1,0,2
1,0.69807,2,2,1,-1,1,-0.332,2
1,0.73148,1,2,1,-1,1,0.332,2
0,0.79781,2,2,-1,1,1,-0.332,2
1,0.86467,2,2,1,-1,1,0.332,2
1,0.66457,2,1,1,1,-1,-0.332,2
0,1.0147,2,1,-1,-1,-1,-0.668,2
1,1.3312,1,1,1,1,-1,-0.332,2
1,0.83099,1,2,1,1,-1,-0.332,2
0,0.8646,2,1,1,-1,1,-0.332,2
1,0.96452,1,1,1,-1,1,0,2
0,0.79811,1,1,-1,-1,-1,-0.332,2
0,0.79764,2,1,1,-1,1,-0.668,2
0,1.2309,1,2,-1,1,1,0,2
1,0.86449,1,2,1,-1,1,0.668,2
0,0.76458,2,1,1,-1,1,-0.332,2
0,1.0645,1,1,1,-1,1,-0.668,2
1,0.73078,2,2,1,1,-1,-0.332,2
1,1.1647,2,1,1,1,-1,-0.668,2
1,0.79787,1,1,1,1,-1,-0.668,2
0,1.7147,1,2,1,1,-1,0.332,2
1,1.2313,2,2,1,1,-1,1,2
1,1.0309,2,2,1,1,-1,0.332,2
0,0.9481,2,1,-1,1,1,-0.332,2
1,0.66465,1,1,1,1,-1,-0.668,2
0,0.76448,1,1,1,1,-1,-0.668,2
1,2.2647,2,1,1,1,-1,-0.332,2
1,0.63126,2,2,1,-1,1,-0.668,2
1,1.1979,1,2,1,-1,1,-0.668,2
0,1.3812,1,1,1,1,-1,-0.668,2
0,1.2146,1,1,1,-1,1,-0.668,2
0,0.99793,2,1,1,1,-1,-0.668,2
1,1.3312,2,1,1,-1,1,-0.668,2
0,0.76438,2,2,-1,1,1,-1,2
0,1.5314,1,1,1,1,-1,-0.668,2
1,0.89797,1,2,1,-1,1,-0.332,2
0,1.2315,2,1,1,1,-1,-0.668,2
1,1.0315,2,2,1,-1,1,0,2
1,0.81476,2,2,-1,1,1,-0.668,2
0,1.4645,2,1,1,-1,1,-0.668,2
1,0.76456,1,2,-1,-1,-1,0,2
1,0.93137,1,1,-1,1,1,-1,2
0,1.2813,1,2,-1,1,1,-0.668,2
0,1.8647,1,1,1,1,-1,-1,2
0,1.4979,2,1,-1,-1,-1,-0.668,2
1,0.89784,2,2,1,-1,1,-0.332,2
1,1.1147,1,2,1,1,-1,-0.668,2
1,0.66443,1,1,-1,1,1,-1,2
1,1.5648,1,1,1,1,-1,0,2
1,0.83122,2,2,-1,1,1,-0.668,2
1,0.68074,1,2,1,1,-1,-0.668,2
0,1.8982,2,1,1,1,-1,-1,2
1,0.73124,2,1,1,-1,1,-1,2
1,0.69801,1,1,1,-1,1,-1,2
1,0.68138,2,2,1,-1,1,-0.668,2
1,1.7644,2,1,1,1,-1,-0.668,2
0,0.73125,2,2,-1,1,1,-0.332,2
1,0.66464,2,1,-1,-1,-1,-1,2
0,0.99781,1,1,-1,1,1,-1,2
1,1.498,1,2,1,-1,1,-0.332,2
1,1.1979,2,1,1,1,-1,-0.668,2
0,1.0813,1,1,1,1,-1,-1,2
1,0.71433,1,2,-1,-1,-1,-0.668,2
1,0.99818,2,1,-1,1,1,-1,2
1,1.5647,1,2,-1,1,1,-0.668,2
1,1.0813,1,2,-1,1,1,-0.668,2
1,0.66466,2,1,1,-1,1,-0.668,2
1,1.3978,1,2,1,1,-1,-0.668,2
1,0.69796,1,1,-1,1,1,-0.668,2
1,0.7313,2,1,1,1,-1,0,2
1,0.69805,1,2,1,-1,1,-0.668,2
1,0.8648,1,1,-1,1,1,-1,2
1,0.91471,2,1,1,-1,1,-0.668,2
1,0.74806,1,1,1,-1,1,-1,2
0,0.86477,2,2,-1,1,1,-1,2
1,0.63114,2,2,1,-1,1,-1,2
1,1.3979,1,1,1,1,-1,-1,2
1,1.298,2,2,1,-1,1,-1,2
1,0.69798,1,1,1,-1,1,-1,2
1,0.96475,1,2,-1,1,1,-0.668,2
1,1.4647,2,2,1,-1,1,-0.668,2
1,0.74809,2,1,-1,1,1,-1,2
1,1.0315,1,1,1,1,-1,-0.668,2
1,1.998,2,2,1,1,-1,-1,2
1,0.86472,1,2,1,1,-1,-1,2
1,0.79805,2,1,1,-1,1,-1,2
1,0.96491,1,2,1,-1,1,-0.332,2
0,1.2647,2,2,-1,-1,-1,-0.332,2
1,1.4316,1,2,-1,1,1,-1,2
1,1.0649,1,1,1,-1,1,-0.668,2
1,0.93129,2,1,1,-1,1,-1,2
1,0.83143,2,1,1,-1,1,-1,2
1,0.94796,1,2,1,1,-1,-1,2
0,0.93119,1,1,1,1,-1,-0.332,2
1,0.73169,2,1,1,-1,1,-1,2
1,0.63146,1,2,1,-1,1,-0.668,2
0,1.698,2,2,1,1,-1,-0.668,2
1,0.69798,2,1,-1,1,1,-1,2
1,0.79807,1,2,-1,-1,-1,-1,2
1,0.64801,1,1,-1,1,1,-1,2
1,1.248,2,2,1,-1,1,-0.332,2
1,1.3648,1,1,1,-1,1,-1,2
1,1.8646,2,2,1,1,-1,-0.668,2
1,1.3646,1,1,1,1,-1,-1,2
1,0.63134,2,1,-1,1,1,-1,2
1,1.0979,1,1,-1,-1,-1,-1,2
1,1.2813,1,2,1,-1,1,-1,2
0,1.0314,2,2,-1,1,1,-0.668,2
1,0.89796,2,1,1,-1,1,-1,2
1,1.8645,2,1,1,1,-1,-1,2
0,1.2982,1,1,1,1,-1,-0.668,2
0,1.0977,2,2,-1,-1,-1,-0.668,2
1,0.83148,1,2,1,-1,1,-0.668,2
1,0.96457,2,1,1,-1,1,-1,2
0,1.0315,2,2,1,1,-1,-0.668,2
1,0.98141,2,1,1,-1,1,-1,2
1,0.93129,1,1,1,-1,1,-0.668,2
1,0.89807,1,1,1,-1,1,-1,2
0,0.9645,2,1,1,-1,1,-1,2
1,0.8315,1,1,1,-1,1,-1,2
1,0.93115,2,1,1,1,-1,-0.668,2
1,1.3315,1,1,1,1,-1,-0.668,2
1,1.3313,1,1,1,1,-1,-0.668,2
1,0.73132,1,2,1,1,-1,-0.668,2
1,1.5313,2,2,1,-1,1,-0.668,2
1,1.0812,2,1,1,1,-1,-0.668,2
1,0.79805,1,1,-1,1,1,-0.668,2
1,0.79774,2,2,1,1,-1,-0.332,2
0,0.71468,1,1,1,1,-1,-0.332,2
1,1.348,1,1,1,1,-1,-0.332,2
1,1.8313,2,1,1,1,-1,-0.668,2
1,0.59808,1,1,-1,-1,-1,-1,2
1,0.84808,1,2,1,1,-1,-0.668,2
1,1.1147,2,2,1,1,-1,-0.668,2
1,1.0648,2,2,-1,-1,-1,-0.668,2
1,0.79818,2,2,-1,1,1,-1,2
1,1.198,1,1,1,-1,1,-1,2
1,0.9647,2,1,1,-1,1,-1,2
1,0.73128,2,1,1,1,-1,-0.668,2
